book_id,name,author,publisher,price
00000103,閱讀複利,尼克．哈奇森,Institute of Jesuit Sources,49
00000104,金牌團隊不藏私的世界麵包全工法,開平青年發展基金會,蔚藍文化出版股份有限公司,30
00000105,從此擺脫加班人生！化繁為簡的30分鐘工作法,瀧川徹,D. Appleton,35
00000106,最強大腦養成術,加藤俊德,大溏文化事業有限公司,36
00000107,"Dear Antique, 心愛的骨董機械人 1",束原さき,Harlan Davidson,37
00000108,俺是大哥大！！ 愛藏版 3,西森博之,Muchnik,44
00000109,赤河戀影 愛藏版 1~5,篠原千絵,Alma Classics,46
00000110,重生之後與前世戀人重新展開魔法學校生活※可是好感度為0 1,六つ花えいこ,英屬維京群島商高寶國際有限公司台灣分公司,34
00000111,巴菲特的對帳單 卷四,葛倫．雅諾德,oxford university press,42
00000112,少女魂畫師,姬雪,מ. מזרחי,40
00000113,Vivy Prototype 薇薇,長月達平,Europa-América,38
00000114,楠木邸的神明庭院,えんじゅ,tredition Verlag,38
00000115,100道省時料理快速上桌,陳宗佑,Continuum,40
00000116,用漢字學日本慣用語,李燕萍,Karo,33
00000117,烏龍派出所 愛藏版 4,秋本治,Pearson/Prentice Hall,47
00000118,百瀨同學的初戀破綻百出。 1,晴川 シンタ,Domingo Yayinevi,37
00000119,連韓國人都驚呆的韓文單字心智地圖,李松熙,方智出版社股份有限公司,39
00000120,抄高分作文,呂緋,Gustav Lübbe Verlag,48
00000121,墜入深淵，向陽時,落清Talia,E. Pollak,40
00000122,汽車的設計史,黎辛斯基,Gutenberg,31
00000123,地圖盡頭的博物學家,大衛．艾登堡爵士,Dongnyeok Science,45
00000124,最後一餐,木容,Diesterweg Moritz,47
00000125,腫瘤患者中醫膳食指導,張青,Gütersloher Verlagshaus,39
00000126,巧妙掌握人心的暗黑心理學套書,小羅密歐．羅德里格斯,John P. Jewett and Company,41
00000127,活化大腦的日常練習,林成之,CITIC Press Corporation,46
00000128,山徑與大文明,羅伯特．摩爾,Aleph,44
00000129,天空尋寶記,蓋文‧普瑞特─平尼,"Amber-Allen Pub., Inc.",31
00000130,流放千金的異世界露營車慢活之旅,てるゆーぬ,J. B. Lippincott & co.,40
00000131,蔬食人物誌,王淑芬,Zielona Sowa,43
00000132,JLPT N1-N5 日檢合格 4000 單字表隨身讀,檸檬樹日語教學團隊,Sanage Publishing,43
00000133,享受吧！學校營養午餐,大享食育協會,Random House,42
00000134,胃病療癒寶典．90％胃不舒服、胃食道逆流都因胃酸不足,納森強．V．萊特,al-Majmaʻ al-Thaqāfī,36
00000135,養生順時鐘， 跟著節氣走的中醫養生智慧,董洪濤,France loisirs,49
00000136,以5微米連結世界,王維玲,Dover Publications,33
00000137,讀懂身體的訊號,張家銘,"Usborne Publishing, Limited",49
00000138,變色龍依戀掌心 3,厘てく,Allen Lane,40
00000139,dear親愛的 新裝版 1,藤原 ここあ,Dunod,38
00000140,中醫育兒全圖解,若林理砂,UNIV.NACIONAL AUTONOMA DE MEXICO (UNAM),33
00000141,男女三春,莊靜芬,Book Jungle,37
00000142,不一樣，真的沒關係,林欣誼,英屬維京群島商高寶國際有限公司台灣分公司,32
00000143,UCINET在社會網絡分析之應用,榮泰生,"Norton & Company Limited, W. W.",42
00000144,河溪再生與自然解方,李麗雪,Candlewick,44
00000145,數學家的人生解題術,大衛•桑普特,John Wiley & Sons Inc,50
00000146,套書,大享食育協會,Nyengatu Editions,48
00000147,做青少年願意傾訴的大人,陳品皓,二○四六出版,35
00000148,上伊那牡丹，醉姿如百合 1,塀,Castalia,48
00000149,失憶投捕 17,美川絵子,Wydawnictwo Lekarskie PZWL,39
00000150,擅長逃跑的殿下 20,松井優征,Penguin Books Ltd,35
00000151,撥筋美容養生法&神效穴療，精準按對穴位，改善常見病症套書,蕭采縈,ALISIO,42
00000152,台大肺癌診治照護 與 癌症飲食套書,余忠仁,"Longman, Brown, Green & Longmans",44
00000153,幼教老師不用數到3的秘密&簡單．安全．有效的兒童專注力運動套書,麗莎‧霍娃,Uruk Editores,45
00000154,東京大學 兒科醫師給孩子的50個飲食法則 與 超人氣100道超人氣食譜套書,伊藤明子,Iwanami Shoten,32
00000155,不要叫我老闆,唐雅君,世界書局股份有限公司,50
00000156,聆聽虎鯨之聲,艾利希‧霍伊特,Transworld Publishers Limited,37
00000157,擺脫時間貧困,張姣飛,Ambo,31
00000158,職場不必狠角色,法蘭．豪瑟,"Little, Brown Young Readers",43
00000159,葡萄酒超圖解,奧爾多．索姆,"Recorded Books, Inc.",42
00000160,最強之間的相親結果,菱川さかく,Bruna,37
00000161,永別了，致那些沒人愛過的人們,塩瀬 まき,Edibooks,48
00000162,FUN學美國教科書STEAM核心字彙Grade 1,Michael A. Putlack,"Amber-Allen Pub., Inc.",39
00000163,妃真與殿！ 3,小野玄暉,E. Pollak,50
00000164,實用內科醫學，臨床診斷與照護應用,時吉來,Dieterich'sche,32
00000165,沉埋的粵菜檔案 The Buried Archive of Cantonese American Cooking,徐子君,千魚娛樂有限公司,42
00000166,我會為妳變出一整個世界,芝麻熊,Pocket,40
00000167,敢夢，就會發聲,陳美青（珍妮老師）,Macmillan Children's Books,43
00000168,"賺回4,000萬的簡報技術",蘇書平,Doubleday Anchor Books,50
00000169,逆轉癌症，一日三餐對症蔬療飲食,張金堅,知翎文化,42
00000170,飲食的哲學──餐桌上的感官認知體驗,莎拉・Ｅ・沃斯,Frances Lincoln Publishers,35
00000171,少年自尊的40堂課,麗莎・M・薩伯,Piatkus,45
00000172,客話本字音讀考,彭盛星,Allen & Unwin,42
00000173,桃花原來在身邊,寄秋,"Lulu Press, Inc.",32
00000174,像高手一樣講故事,王瓊,Recorded Books,41
00000175,博弈論,王力哲,Aerie Books,34
00000176,股市宗師杜金龍的獨門選股術,杜金龍,"McGraw-Hill, c1958.",40
00000177,超入門俄語字母教室,吳佳靜,典藏藝術家庭股份有限公司,38
00000178,我的第四堂西語課 新版,游皓雲,Doubleday,38
00000179,我的第二堂西語課 新版,游皓雲,McGraw Hill Higher Education,32
00000180,法語高頻詞彙同義‧反義寶典,阮若缺（Rachel Juan）,Thorndike Press,40
00000181,30天考上！新日檢N3題庫＋完全解析,こんどうともこ,"Benziger Bros. edition, 1947",37
00000182,山雲海月情,莊仲平,Xiao Tian Xia,49
00000183,聰明買房術—央行管制下必看的房地產知識課,廖仁傑 教授,Anaya Multimedia,43
00000184,基隆的氣味,鄭栗兒,Hachette,31
00000185,拇趾外翻不開刀，一條貼布就能舒緩、修正、預防,柏倉清孝,Association Press,46
00000186,文豪Stray Dogs 20,朝霧カフ力,Caedmon,31
00000187,這21堂課，有毒！,廖泊喬,Rowohlt Verlag,43
00000188,挪威的森林 30周年紀念版,村上春樹,Acantilado,49
00000189,大明星的夢幻假期,吉勒‧巴舍萊,New English Library,33
00000190,自己的膝蓋自己救,呂紹睿,Europa Verlag,40
00000191,拼讀我最行 套書,目川文化編輯小組,Bertelsmann Club GmbH,44
00000192,動物方城市繪本套書,希瑟．諾利斯,"Little, Brown & Company",34
00000193,幻夜,東野圭吾,海鴿文化出版圖書有限公司,49
00000194,刺與浪,楊佳嫻,Modan,39
00000195,小黑貓,竹久夢二,Prentice Hall,49
00000196,馬爾他之鷹,達許．漢密特,典藏藝術家庭股份有限公司,35
00000197,心智圖法的生活應用,孫易新,有鹿文化事業有限公司,48
00000198,北方森林,丹尼爾‧梅森,Gebr. Mann,48
00000199,誰殺死了河馬亨利？,史都華．吉布斯,Yi lin chu ban she,30
00000200,啊！,林美琴,houghton mifflin company boston,45
00000201,綠池白鵝,林良,原點出版社,41
00000202,小貓咪的便當旅行,長崎真悟,Fawcett Crest,38
00000203,奇怪的客人,白希那,Presses Pocket,41
00000204,凱迪克獎經典繪本,菲立普．史戴,Tandem Library,31
00000205,小醫師復仇者聯盟17,高嬉貞,花園文化事業有限公司,45
00000206,市場戰略,菲利普．科特勒,Harper,38
00000207,行銷,肯尼斯．勒默尼耶-菲茨休,CULTUREA,30
00000208,人會夢想成為AI嗎？,許順鏜,本事出版,45
00000209,靜墨流聲,張敬珏,World Scientific Publishing Co Pte Ltd,46
00000210,廣告行銷自學聖經,彼得‧貝瑞,FLAMMARION QUEBEC,46
00000211,為什麼你的時間管理總是沒效率？,望月俊孝,NXB Văn hóa thông tin,36
00000212,吃對了，運動瘦身才有感,高敏敏,Lietuvos Rašytojų Sąjungos Leidykla,49
00000213,小窗幽記,陳繼儒,Carlsen Verlag Gmbh,33
00000214,沙沙覺得好害羞,娜塔莉亞．莎洛什維利,Altaya,44
00000215,波波今天鬧彆扭,娜塔莉亞．莎洛什維利,Miguel Sanchez,45
00000216,搶救小學生專注力,李林淑,JMW Group,44
00000217,全部都要救 1,常喜寝太郎,Brand: Turtleback,43
00000218,換個方式說，把壞事變好事,譚松,J.M. Dent,34
00000219,活了1萬次的貓教我的FIRE幸福之道,海星,Loews Verlag,44
00000220,穴位按摩對症手法,吉川信,Addison-Wesley Pub (Sd),42
00000221,責備孩子的勇氣,藪下遊,Milady,36
00000222,我不是天才，只是改變了學習方法,余道昌,東美出版事業有限公司,49
00000223,一人創業,坂本憲彥,French and European Publications Inc,30
00000224,全民英檢中級關鍵文法,馮景照,愛呦文創有限公司,46
00000225,自閉症兒童的活躍遊戲,Erin Bennett,Bastei Lübbe,38
00000226,這才是真正的數學思維,戴祥敏,Paz e terra,47
00000227,我死後，也想變成藍色 Collecting Blue,金其琪,Dodd Mead,39
00000228,敲出自我療癒力,田定豐,[s.n.],46
00000229,大豐國小足球隊On the Ball,誠妧,John Wiley,49
00000230,365行，行行皆有喵,PANDANIA,Aims Intl Books Corp,37
00000231,一樣工時，打造10X成果！,名郷根 修,斑馬線文庫有限公司,38
00000232,工作，從MBTI開始,曹受妍,Zielona Sowa,47
00000233,小幸運女子群像,莎拉．譚坎姆．馬修斯,"Creative Media Partners, LLC",34
00000234,慢食臺東,吳佳芬,幻華創造有限公司,44
00000235,我與恰米的咒物探險套書,田中俊行,Project Gutenberg,38
00000236,讓吉卜力著迷的英國小說家,黛安娜．韋恩．瓊斯,HarperCollins Children's Books,36
00000237,賺快錢,班・麥肯錫,"Blue Unicorn Edition, LLC",44
00000238,這本書會為你帶來好運,馬克思．岡瑟,寶瓶文化事業股份有限公司,31
00000239,我媽已經三天沒打我了,老楊的貓頭鷹,Edibooks,43
00000240,Goals!成功就是實現目標,布萊恩．崔西,"Filiquarian Publishing, LLC",45
00000241,千面怪盗篇,多多羅,Manesse Verlag,42
00000242,逃脫時光迴圈2,索爾薇．拜勒,Ren Kitap,47
00000243,晚安壽司店貼紙）,misato.,ZETA BOLSILLO,31
00000244,一起去泡澡,田代千里(たしろちさと),Amazon Publishing,41
00000245,航向燈塔,王壽來,Literackie,42
00000246,因為你們，我們相信光,財團法人台灣癌症基金會,Shang wu yin shu guan,50
00000247,超有趣的找一找昆蟲圖鑑,橫山拓彥,有樂文創事業有限公司,37
00000248,奇怪的無人商店5,徐兒濫,玉山社出版事業股份有限公司,49
00000249,恐龍獵人～一起來捕捉白堊紀的恐龍吧～,土屋健,Ediciones Mi-lla SL,38
00000250,豆豆節奏樂器組,信誼基金出版社,Longman,32
00000251,豆豆我也會！生活成長大冒險,信誼編輯部,John Wiley and Sons,42
00000252,寶寶有聲書系列,李紫蓉,tredition Verlag,37
00000253,豆豆的生活自理小屋,信誼編輯部,Microsoft Press,30
00000254,而我，只愛一個人,林蔚穎,SUSAETA,35
00000255,劍獅小神獸中英雙語故事套書,劉如桂,Rizzoli,39
00000256,豆豆音樂派對盒,李紫蓉,Readers Union,46
00000257,虎王霸道與十二生肖,宇文一二,橡樹林文化,46
00000258,屁屁丹迪10,トロルTroll,Wadsworth,32
00000259,大灣,楊佳翰,"Standard Publications, Inc.",50
00000260,穴位完美配對按摩法,紀清,Simon & Schuster Audio,48
00000261,中醫補腎全書,寇秋愛,Franklin Library,43
00000262,圖解個人與家庭理財,伍忠賢,"ReadHowYouWant.com, Limited",40
00000263,新日檢擬聲擬態語&慣用語攻略,藤本紀子,al-Majmaʻ al-Thaqāfī,39
00000264,爆笑漫畫 恐龍百科,Arnaud Plumeri,Armour & Ramsay,35
00000265,新春派對組,邱嘉慧,Rütten & Loening,42
00000266,寶寶觸摸有聲書,羽奕,Fri Tanke,36
00000267,竹奇的母親之書,陳竹奇,賽斯文化事業有限公司,37
00000268,教海鷗飛行的貓,路易斯．賽普維達,Independently published,48
00000269,看世界名著學英語,LiveABC編輯團隊,Vintage Books,45
00000270,啟動致富原力,Dr. Selena楊倩琳,Washington Square Press,45
00000271,英語易混淆字速查辭典,黃百隆,ZETA BOLSILLO,42
00000272,小學生聖誕新年桌遊組,FunHouse師資團隊,Hachette UK,49
00000273,BABY音樂平衡滑步車,FunHouse師資團隊,Tellekt,43
00000274,咕咕雞音樂跳跳球,FunHouse師資團隊,McGraw-Hill/Osborne,40
00000275,我，一個人在日本漫遊,星井左惠子,Milady,38
00000276,最淺顯易懂的日本神話,小野寺優,"Random House, Incorporated",46
00000277,御道傾天81,風凌天下,Isidore Liseux,41
00000278,斬妖除魔54,陸月十九,Franklin Classics Trade Press,35
00000279,淨零生活Lifestyle！循環經濟入門手冊,社團法人台灣環境教育協會,Microsoft GmbH,42
00000280,Feel Good每一天,菲力醫師（Doc Felix）,Wienand,35
00000281,孩子的財富練習本,哈勒．居內希,Discovery Toys,40
00000282,爆爆超人的驚奇科學探險5,書厚,"Usborne Publishing, Limited",46
00000283,Unknown Book,書厚,Wydawnictwo Lekarskie PZWL,34
00000284,小麥的人體朋友2,Somacguffin,Borders Press,38
00000285,精準提問ChatGPT,任康磊,Reprint Services Corp,44
00000286,科技冷戰新賽局,拉傑・沙赫,Cengage,47
00000287,失落的《紅樓夢》原稿，作者、版本與歷史疑雲,史鈞,Knopf,33
00000288,鼻病臨床診斷與照護全書,李連成,"Sterling Publishing Co., Inc.",44
00000289,漢使西行，張騫與漢武帝的西域遠征,李銘,1st World Library,41
00000290,到得了的地方,李鼎,Olimpos Yayınları,33
00000291,漫畫圖解一看就懂,郭宜珈,Broadway Books,36
00000292,英文文法這樣學才記得住,漢湘語言工作室,San Val,37
00000293,月娘照眠牀,簡媜,Impr. de Henrich y ca,35
00000294,微暈的樹林,簡媜,Bert Bakker,42
00000295,高分衝刺訓練課程聽力口說閱讀寫作第1回,馬克老師,Diogenes,48
00000296,女兒紅,簡媜,BBC Audiobooks Ltd,42
00000297,紅點點,林廉恩,Kókinos,34
00000298,雪子小姐愛追劇,蔡宜容,Editora Sextante,35
00000299,城堡中的妳，城牆外的我,黃凱祥,Shi bao wen hua,39
00000300,裸，女體，性自拍,潘俊亨,"Imprenta Gaspar y Roig, editores",48
00000301,浮明說甲說分明,張浮明,Librairie des champs élysées,31
00000302,華語文書寫能力習字本,療癒人心悅讀社,Paidos,35
00000303,出走之後Flying Away,顏沁菲,International Thomson Publishing,48
00000304,為妻折腰．上,瓜子兒,台灣東販股份有限公司,48
00000305,為妻折腰．下,瓜子兒,Gustav Lübbe Verlag,48
00000306,《為妻折腰》全2冊,瓜子兒,Hodder & Stoughton,36
00000307,小鼠梅西開消防車,Lucy Cousins,"ReadHowYouWant.com, Limited",31
00000308,A Maisy Classic Pop-up Book,Lucy Cousins,"Belford, Clark & Co.",45
00000309,析《小團圓》,宋佳佳,Nelson Thornes Ltd,35
00000310,英文解答書,丹尼爾,NTV,50
00000311,審計學,李建然,幻華創造有限公司,30
00000312,團寵她有點小心機．上,向雲煙,Unicorn Pub. House,50
00000313,團寵她有點小心機．中,向雲煙,Fayard,40
00000314,團寵她有點小心機．下,向雲煙,Plaza & Janes,40
00000315,《團寵她有點小心機》全3冊,向雲煙,Not Avail,46
00000316,菜英文,張瑜凌,Alianza,41
00000317,ABC大寫字母筆畫練習本,張瑜凌,Routledge/Thoemmes P,45
00000318,朱鷺號三部曲之三: 烽火劫,艾米塔．葛旭,聯經出版事業股份有限公司,38
00000319,朱鷺號三部曲: 罌粟海、煙籠河、烽火劫,艾米塔．葛旭,聯經出版事業股份有限公司,43
00000320,"倖存者, 如我們",歐大旭,聯經出版事業股份有限公司,50
00000321,苦苓與瓦幸的魔法森林,苦苓,時報文化出版企業股份有限公司,49
00000322,神婆的歡喜生活,努努伊．茵瓦,時報文化出版企業股份有限公司,42
00000323,分手師,史蒂芬妮．史考特,時報文化出版企業股份有限公司,32
00000324,勸誘之邦,喬治．桑德斯,時報文化出版企業股份有限公司,44
00000325,搖籃曲,金翠,時報文化出版企業股份有限公司,34
00000326,碼頭上的陌生人,歐大旭,時報文化出版企業股份有限公司,45
00000327,先知,紀伯倫,時報文化出版企業股份有限公司,44
00000328,沙與沫,紀伯倫,時報文化出版企業股份有限公司,39
00000329,苦苓的森林祕語,苦苓,時報文化出版企業股份有限公司,44
00000330,歲月之門,理查．費納根,時報文化出版企業股份有限公司,40
00000331,棺材告白者: 有些遺願不會默默進墳墓,比爾．埃德加,方智出版社股份有限公司,46
00000332,日子在飛: 2019/貓日記,貓兒花花,爾雅出版社有限公司,34
00000333,虎地貓,劉克襄,遠流出版事業股份有限公司,50
00000334,野狗之丘,劉克襄,遠流出版事業股份有限公司,40
00000335,沒有名字的那座山,山女孩Kit,遠流出版事業股份有限公司,50
00000336,山之間: 寫給徒步者的情書,山女孩Kit,遠流出版事業股份有限公司,34
00000337,蝴蝶森林,杜虹,九歌出版社有限公司,38
00000338,走在山海河間的沉思,李偉文,九歌出版社有限公司,38
00000339,與子偕行,楊南郡,晨星出版有限公司,40
00000340,孤鷹行,徐如林,晨星出版有限公司,31
00000341,走路。在山野在部落。一個人,洪瓊君,晨星出版有限公司,34
00000342,老鷹的故事,沈振中,晨星出版有限公司,32
00000343,有貓的風景: 17則與貓幸福相伴、溫暖人心的故事,佐竹茉莉子,晨星出版有限公司,40
00000344,倒騎驢子智慧多,亨利．D．巴哈姆,新雨出版社,40
00000345,大聲女孩,阿比．達蕊,商周出版,35
00000346,"早安, 自然選修課",劉克襄,玉山社出版事業股份有限公司,33
00000347,母親@我,辛意雲,天下雜誌股份有限公司,32
00000348,當傷害以愛為名: 社會如何養出隱形的家庭怪物? 人們如何擺脫精神虐待與親密關係暴力?,潔絲．希爾,尖端出版,43
00000349,青松e種田筆記: 穀東俱樂部,賴青松,心靈工坊文化事業股份有限公司,40
00000350,鄉村生活圖景,艾默思．奧茲,木馬文化事業有限公司,34
00000351,我的祕密河流,凱特．葛倫薇爾,木馬文化事業有限公司,49
00000352,美國佬,奇瑪曼達．恩格茲．阿迪契,木馬文化事業有限公司,42
00000353,收藏奧茲3書精選: 地下室的黑豹+我的米海爾+鄉村生活圖景,艾默思．奧茲,木馬文化事業有限公司,48
00000354,克雷的橋,馬格斯．朱薩克,木馬文化事業有限公司,35
00000355,傳信人,馬格斯．朱薩克,木馬文化事業有限公司,40
00000356,繞頸之物: 奈及利亞女權先鋒作家阿迪契第一本短篇小說集,奇瑪曼達．恩格茲．阿迪契,木馬文化事業有限公司,49
00000357,澳洲花鳥手帖,李夏,健行文化出版事業有限公司,31
00000358,軟禁,諾亞．葉德林,大塊文化出版股份有限公司,32
00000359,不知道的都叫樹,古碧玲,大塊文化出版股份有限公司,37
00000360,邊緣人的合奏曲,奇戈契．歐比奧馬,大塊文化出版股份有限公司,36
00000361,候鳥的女兒,夏洛特．麥康納伊,臉譜出版社,41
00000362,"九樣人生: 九個人物, 九種生命故事, 在現代印度的蛻變風暴中守護著信仰的尊嚴",威廉．達爾林普,馬可孛羅文化事業股份有限公司,30
