book_id,category_id
00000225,3
00000226,7
00000227,1
00000228,1
00000229,1
00000230,1
00000231,1
00000232,1
00000233,1
00000234,1
00000235,1
00000236,1
00000237,1
00000238,1
00000239,1
00000240,1
00000241,1
00000242,1
00000243,1
00000244,1
00000245,1
00000246,1
00000247,7
00000248,1
00000249,1
00000250,1
00000251,1
00000252,8
00000253,1
00000254,1
00000255,1
00000256,1
00000257,1
00000258,1
00000259,1
00000260,3
00000261,3
00000262,5
00000263,2
00000264,6
00000265,1
00000266,1
00000267,1
00000268,1
00000269,2
00000270,1
00000271,2
00000272,8
00000273,1
00000274,1
00000275,1
00000276,1
00000277,1
00000278,1
00000279,5
00000280,1
00000281,8
00000282,1
00000283,1
00000284,1
00000285,4
00000286,1
00000287,1
00000288,3
00000289,1
00000290,1
00000291,6
00000292,2
00000293,1
00000294,1
00000295,2
00000296,1
00000297,1
00000298,1
00000299,1
00000300,1
00000301,1
00000302,1
00000303,1
00000304,1
00000305,1
00000306,1
00000307,1
00000308,1
00000309,1
00000310,2
00000311,1
00000312,1
00000313,1
00000314,1
00000315,1
00000316,2
00000317,8
00000318,1
00000319,1
00000320,1
00000321,1
00000322,1
00000323,1
00000324,1
00000325,1
00000326,1
00000327,1
00000328,1
00000329,1
00000330,1
00000331,1
00000332,1
00000333,1
00000334,1
00000335,7
00000336,7
00000337,1
00000338,7
00000339,1
00000340,1
00000341,7
00000342,1
00000343,1
00000344,1
00000345,1
00000346,7
00000347,1
00000348,1
00000349,1
00000350,1
00000351,7
00000352,1
00000353,1
00000354,1
00000355,1
00000356,1
00000357,1
00000358,1
00000359,1
00000360,1
00000361,1
00000362,1
00000363,1
00000364,7
00000365,2
00000366,1
00000367,1
00000368,1
00000369,1
00000370,8
00000371,1
00000372,1
00000373,1
00000374,1
00000375,1
00000376,1
00000377,1
00000378,1
00000379,1
00000380,1
00000381,1
00000382,1
00000383,1
00000384,1
00000385,1
00000386,1
00000387,1
00000388,1
00000389,1
00000390,1
00000391,1
00000392,1
00000393,1
00000394,1
00000395,7
00000396,1
00000397,1
00000398,1
00000399,1
00000400,8
00000401,1
00000402,1
00000403,1
00000404,1
00000405,1
00000406,1
00000407,1
00000408,1
00000409,1
00000410,1
00000411,7
00000412,1
00000413,1
00000414,1
00000415,1
00000416,1
00000417,1
00000418,1
00000419,1
00000420,1
00000421,1
00000422,1
00000423,1
00000424,1
00000425,1
00000426,1
00000427,3
00000428,1
00000429,1
00000430,1
00000431,1
00000432,1
00000433,1
00000434,1
00000435,1
00000436,1
00000437,1
00000438,1
00000439,1
00000440,7
00000441,1
00000442,1
00000443,1
00000444,1
00000445,1
00000446,1
00000447,1
00000448,1
00000449,1
00000450,1
00000451,1
00000452,1
00000453,1
00000454,1
00000455,1
00000456,1
00000457,1
00000458,1
00000459,1
00000460,1
00000461,1
00000462,1
00000463,1
00000464,1
00000465,1
00000466,8
00000467,1
00000468,1
00000469,1
00000470,1
00000471,1
00000472,1
00000473,1
00000474,1
00000475,1
00000476,1
00000477,1
00000478,1
00000479,1
00000480,1
00000481,1
00000482,1
00000483,1
00000484,1
00000485,1
00000486,1
00000487,1
00000488,1
00000489,1
00000490,1
00000491,1
00000492,1
00000493,1
00000494,1
00000495,1
00000496,1
00000497,1
00000498,1
00000499,1
00000500,1
00000501,1
00000502,1
00000503,1
00000504,1
00000505,1
00000506,1
00000507,1
00000508,1
00000509,1
00000510,1
00000511,1
00000512,1
00000513,1
00000514,1
00000515,1
00000516,1
00000517,7
00000518,1
00000519,1
00000520,1
00000521,1
00000522,1
00000523,1
00000524,1
00000525,1
00000526,1
00000527,1
00000528,1
00000529,1
00000530,1
00000531,1
00000532,1
00000533,1
00000534,4
00000535,1
00000536,7
00000537,1
00000538,1
00000539,1
00000540,1
00000541,1
00000542,1
00000543,1
00000544,7
00000545,1
00000546,1
00000547,1
00000548,1
00000549,1
00000550,1
00000551,1
00000552,1
00000553,1
00000554,1
00000555,1
00000556,1
00000557,1
00000558,1
00000559,1
00000560,1
00000561,1
00000562,1
00000563,1
00000564,1
00000565,1
00000566,1
00000567,1
00000568,1
00000569,1
00000570,7
00000571,3
00000572,7
00000573,7
00000574,2
00000575,1
00000576,1
00000577,1
00000578,1
00000579,1
00000580,2
00000581,1
00000582,1
00000583,7
00000584,7
00000585,2
00000586,3
00000587,1
00000588,1
00000589,1
00000590,1
00000591,1
00000592,1
00000593,1
00000594,1
00000595,1
00000596,1
00000597,1
00000598,7
00000599,1
00000600,1
00000601,3
00000602,2
00000603,1
00000604,7
00000605,1
00000606,1
00000607,1
00000608,7
00000609,5
00000610,5
00000611,1
00000612,1
00000613,1
00000614,1
00000615,1
00000616,1
00000617,8
00000618,1
00000619,1
00000620,1
00000621,1
00000622,1
00000623,1
00000624,1
00000625,1
00000626,1
00000627,2
00000628,8
00000629,1
00000630,1
00000631,1
00000632,1
00000633,1
00000634,1
00000635,1
00000636,1
00000637,1
00000638,1
00000639,8
00000640,7
00000641,1
00000642,1
00000643,1
00000644,1
00000645,1
00000646,1
00000647,1
00000648,1
00000649,1
00000650,8
00000651,1
00000652,1
00000653,1
00000654,1
00000655,1
00000656,1
00000657,1
00000658,1
00000659,1
00000660,1
00000661,1
00000662,1
00000663,1
00000664,1
00000665,1
00000666,1
00000667,1
00000668,1
00000669,1
00000670,1
00000671,1
00000672,1
00000673,2
00000674,1
00000675,1
00000676,1
00000677,1
00000678,1
00000679,1
00000680,1
00000681,1
00000682,1
00000683,1
00000684,1
00000685,8
00000686,1
00000687,1
00000688,1
00000689,1
00000690,1
00000691,1
00000692,1
00000693,1
00000694,1
00000695,1
00000696,1
00000697,1
00000698,1
00000699,8
00000700,1
00000701,1
00000702,1
00000703,1
00000704,1
00000705,1
00000706,1
00000707,1
00000708,1
00000709,1
00000710,1
00000711,1
00000712,1
00000713,1
00000714,1
00000715,1
00000716,1
00000717,1
00000718,1
00000719,1
00000720,1
00000721,1
00000722,1
00000723,5
00000724,1
00000725,1
00000726,1
00000727,1
00000728,1
00000729,1
00000730,1
00000731,1
00000732,1
00000733,1
00000734,1
00000735,1
00000736,1
00000737,1
00000738,1
00000739,8
00000740,1
00000741,1
00000742,8
00000743,1
00000744,1
00000745,8
00000746,1
00000747,1
00000748,3
00000749,1
00000750,1
00000751,2
00000752,7
00000753,1
00000754,1
00000755,1
00000756,1
00000757,1
00000758,1
00000759,1
00000760,1
00000761,1
00000762,1
00000763,1
00000764,1
00000765,1
00000766,1
00000767,1
00000768,1
00000769,1
00000770,1
00000771,1
00000772,1
00000773,1
00000774,1
00000775,1
00000776,1
00000777,1
00000778,1
00000779,1
00000780,1
00000781,1
00000782,1
00000783,1
00000784,8
00000785,1
00000786,1
00000787,1
00000788,1
00000789,1
00000790,1
00000791,1
00000792,1
00000793,7
00000794,8
00000795,1
00000796,7
00000797,1
00000798,1
00000799,1
00000800,7
00000801,1
00000802,1
00000803,1
00000804,8
00000805,1
00000806,7
00000807,7
00000808,1
00000809,1
00000810,1
00000811,1
00000812,1
00000813,1
00000814,1
00000815,1
00000816,1
00000817,1
00000818,1
00000819,1
00000820,7
00000821,1
00000822,1
00000823,1
00000824,1
00000825,1
00000826,1
00000827,1
00000828,1
00000829,1
00000830,1
00000831,1
00000832,1
00000833,8
00000834,1
00000835,1
00000836,1
00000837,1
00000838,1
00000839,1
00000840,8
00000841,1
00000842,1
00000843,1
00000844,7
00000845,1
00000846,2
00000847,1
00000848,1
00000849,1
00000850,1
00000851,1
00000852,1
00000853,1
00000854,1
00000855,1
00000856,1
00000857,1
00000858,1
00000859,8
00000860,1
00000861,1
00000862,1
00000863,1
00000864,1
00000865,1
00000866,1
00000867,7
00000868,7
00000869,1
00000870,1
00000871,1
00000872,1
00000873,1
00000874,1
00000875,1
00000876,1
00000877,1
00000878,1
00000879,1
00000880,1
00000881,1
00000882,1
00000883,1
00000884,8
00000885,1
00000886,1
00000887,1
00000888,1
00000889,4
00000890,1
00000891,1
00000892,1
00000893,2
00000894,1
00000895,1
00000896,1
00000897,1
00000898,1
00000899,1
00000900,1
00000901,7
00000902,1
00000903,1
00000904,1
00000905,1
00000906,1
00000907,1
00000908,1
00000909,1
00000910,1
00000911,1
00000912,1
00000913,1
00000914,1
00000915,1
00000916,3
00000917,1
00000918,1
00000919,1
00000920,1
00000921,1
00000922,1
00000923,1
00000924,1
00000925,1
00000926,1
00000927,1
00000928,1
00000929,1
00000930,8
00000931,1
00000932,1
00000933,1
00000934,1
00000935,8
00000936,1
00000937,8
00000938,1
00000939,1
00000940,1
00000941,1
00000942,1
00000943,1
00000944,1
00000945,1
00000946,1
00000947,1
00000948,1
00000949,1
00000950,1
00000951,1
00000952,1
00000953,1
00000954,1
00000955,1
00000956,1
00000957,1
00000958,1
00000959,1
00000960,1
00000961,1
00000962,1
00000963,1
00000964,1
00000965,1
00000966,1
00000967,1
00000968,1
00000969,1
00000970,1
00000971,1
00000972,1
00000973,1
00000974,1
00000975,1
00000976,1
00000977,1
00000978,1
00000979,1
00000980,1
00000981,1
00000982,1
00000983,1
00000984,1
00000985,1
00000986,1
00000987,3
00000988,2
00000989,7
00000990,2
00000991,1
00000992,1
00000993,1
00000994,8
00000995,1
00000996,1
00000997,1
00000998,8
00000999,1
00001000,1
00001001,1
00001002,1
00001003,2
00001004,1
00001005,1
00001006,1
00001007,1
00001008,1
00001009,1
00001010,1
00001011,2
00001012,1
00001013,1
00001014,1
00001015,1
00001016,1
00001017,1
00001018,1
00001019,1
00001020,1
00001021,4
00001022,1
00001023,7
00001024,1
00001025,7
00001026,1
00001027,1
00001028,1
00001029,1
00001030,1
00001031,1
00001032,1
00001033,7
00001034,7
00001035,1
00001036,1
00001037,7
00001038,1
00001039,1
00001040,1
00001041,1
00001042,7
00001043,1
00001044,1
00001045,1
00001046,1
00001047,1
00001048,1
00001049,1
00001050,1
00001051,1
00001052,7
00001053,1
00001054,1
00001055,1
00001056,1
00001057,1
00001058,1
00001059,1
00001060,1
00001061,1
00001062,8
00001063,1
00001064,1
00001065,1
00001066,1
00001067,1
00001068,1
00001069,1
00001070,1
00001071,1
00001072,1
00001073,1
00001074,1
00001075,1
00001076,1
00001077,1
00001078,1
00001079,1
00001080,1
00001081,1
00001082,1
00001083,1
00001084,1
00001085,1
00001086,1
00001087,1
00001088,1
00001089,1
00001090,1
00001091,1
00001092,1
00001093,1
00001094,1
00001095,1
00001096,1
00001097,1
00001098,1
00001099,1
00001100,1
00001101,1
00001102,1
00001103,1
00001104,1
00001105,1
00001106,1
00001107,1
00001108,1
00001109,1
00001110,1
00001111,1
00001112,1
00001113,1
00001114,1
00001115,1
00001116,1
00001117,1
00001118,1
00001119,1
00001120,1
00001121,1
00001122,1
00001123,1
00001124,1
00001125,1
00001126,1
00001127,1
00001128,1
00001129,1
00001130,1
00001131,1
00001132,1
00001133,1
00001134,1
00001135,1
00001136,1
00001137,1
00001138,1
00001139,1
00001140,1
00001141,1
00001142,1
00001143,1
00001144,1
00001145,1
00001146,1
00001147,1
00001148,1
00001149,1
00001150,1
00001151,1
00001152,1
00001153,1
00001154,1
00001155,1
00001156,1
00001157,1
00001158,1
00001159,1
00001160,1
00001161,1
00001162,1
00001163,1
00001164,1
00001165,1
00001166,1
00001167,1
00001168,1
00001169,1
00001170,1
00001171,1
00001172,1
00001173,1
00001174,1
00001175,1
00001176,1
00001177,1
00001178,1
00001179,1
00001180,1
00001181,1
00001182,1
00001183,1
00001184,1
00001185,1
00001186,1
00001187,1
00001188,1
00001189,1
00001190,1
00001191,1
00001192,1
00001193,1
00001194,1
00001195,1
00001196,1
00001197,1
00001198,1
00001199,1
00001200,1
00001201,1
00001202,1
00001203,1
00001204,1
00001205,1
00001206,1
00001207,1
00001208,1
00001209,1
00001210,1
00001211,1
00001212,1
00001213,1
00001214,1
00001215,1
00001216,1
00001217,1
00001218,1
00001219,1
00001220,1
00001221,1
00001222,1
00001223,1
00001224,1
00001225,1
00001226,1
00001227,1
00001228,1
00001229,1
00001230,1
00001231,1
00001232,1
00001233,1
00001234,1
00001235,1
00001236,1
00001237,1
00001238,1
00001239,1
00001240,1
00001241,1
00001242,1
00001243,1
00001244,1
00001245,1
00001246,1
00001247,1
00001248,1
00001249,1
00001250,1
00001251,1
00001252,1
00001253,1
00001254,1
00001255,1
00001256,1
00001257,1
00001258,1
00001259,1
00001260,1
00001261,1
00001262,1
00001263,1
00001264,1
00001265,1
00001266,1
00001267,1
00001268,1
00001269,1
00001270,1
00001271,1
00001272,1
00001273,1
00001274,1
00001275,1
00001276,1
00001277,1
00001278,1
00001279,1
00001280,1
00001281,1
00001282,1
00001283,1
00001284,1
00001285,1
00001286,1
00001287,1
00001288,1
00001289,1
00001290,1
00001291,1
00001292,1
00001293,1
00001294,1
00001295,1
00001296,1
00001297,1
00001298,1
00001299,1
00001300,1
00001301,1
00001302,1
00001303,1
00001304,1
00001305,1
00001306,1
00001307,1
00001308,1
00001309,1
00001310,1
00001311,1
00001312,1
00001313,1
00001314,1
00001315,1
00001316,1
00001317,1
00001318,1
00001319,1
00001320,1
00001321,1
00001322,1
00001323,1
00001324,1
00001325,1
00001326,1
00001327,1
00001328,1
00001329,1
00001330,1
00001331,1
00001332,1
00001333,1
00001334,1
00001335,1
00001336,1
00001337,1
00001338,1
00001339,1
00001340,1
00001341,1
00001342,1
00001343,1
00001344,1
00001345,1
00001346,1
00001347,1
00001348,1
00001349,1
00001350,1
00001351,1
00001352,1
00001353,1
00001354,1
00001355,1
00001356,1
00001357,1
00001358,1
00001359,1
00001360,1
00001361,1
00001362,1
00001363,1
00001364,1
00001365,1
00001366,1
00001367,1
00001368,1
00001369,1
00001370,1
00001371,1
00001372,1
00001373,1
00001374,1
00001375,1
00001376,1
00001377,1
00001378,1
00001379,1
00001380,1
00001381,1
00001382,1
00001383,1
00001384,1
00001385,1
00001386,1
00001387,1
00001388,1
00001389,1
00001390,1
00001391,1
00001392,1
00001393,1
00001394,1
00001395,1
00001396,1
00001397,1
00001398,1
00001399,1
00001400,1
00001401,1
00001402,1
00001403,1
00001404,1
00001405,1
00001406,1
00001407,1
00001408,1
00001409,1
00001410,1
00001411,1
00001412,1
00001413,1
00001414,1
00001415,1
00001416,1
00001417,1
00001418,1
00001419,1
00001420,1
00001421,1
00001422,1
00001423,1
00001424,1
00001425,1
00001426,1
00001427,1
00001428,1
00001429,1
00001430,1
00001431,1
00001432,1
00001433,1
00001434,1
00001435,1
00001436,1
00001437,1
00001438,1
00001439,1
00001440,1
00001441,1
00001442,1
00001443,1
00001444,1
00001445,1
00001446,1
00001447,1
00001448,1
00001449,1
00001450,1
00001451,1
00001452,1
00001453,1
00001454,1
00001455,1
00001456,1
00001457,1
00001458,1
00001459,1
00001460,1
00001461,1
00001462,1
00001463,1
00001464,1
00001465,1
00001466,1
00001467,1
00001468,1
00001469,1
00001470,1
00001471,1
00001472,1
00001473,1
00001474,1
00001475,1
00001476,1
00001477,1
00001478,1
00001479,1
00001480,1
00001481,1
00001482,1
00001483,1
00001484,1
00001485,1
00001486,1
00001487,1
00001488,1
00001489,1
00001490,1
00001491,1
00001492,1
00001493,1
00001494,1
00001495,1
00001496,1
00001497,1
00001498,1
00001499,1
00001500,1
00001501,1
00001502,1
00001503,1
00001504,1
00001505,1
00001506,1
00001507,1
00001508,1
00001509,1
00001510,1
00001511,1
00001512,1
00001513,1
00001514,1
00001515,1
00001516,1
00001517,1
00001518,1
00001519,1
00001520,1
00001521,1
00001522,1
00001523,1
00001524,1
00001525,1
00001526,1
00001527,1
00001528,1
00001529,1
00001530,1
00001531,1
00001532,1
00001533,1
00001534,1
00001535,1
00001536,1
00001537,1
00001538,1
00001539,1
00001540,1
00001541,1
00001542,1
00001543,1
00001544,1
00001545,1
00001546,1
00001547,1
00001548,1
00001549,1
00001550,1
00001551,1
00001552,1
00001553,1
00001554,1
00001555,1
00001556,1
00001557,1
00001558,1
00001559,1
00001560,1
00001561,1
00001562,1
00001563,1
00001564,1
00001565,1
00001566,1
00001567,1
00001568,1
00001569,1
00001570,1
00001571,1
00001572,1
00001573,1
00001574,1
00001575,1
00001576,1
00001577,1
00001578,1
00001579,1
00001580,1
00001581,1
00001582,1
00001583,1
00001584,1
00001585,1
00001586,1
00001587,1
00001588,1
00001589,1
00001590,1
00001591,1
00001592,1
00001593,1
00001594,1
00001595,1
00001596,1
00001597,1
00001598,1
00001599,1
00001600,1
00001601,1
00001602,1
00001603,1
00001604,1
00001605,1
00001606,1
00001607,1
00001608,1
00001609,1
00001610,1
00001611,1
00001612,1
00001613,1
00001614,1
00001615,1
00001616,1
00001617,1
00001618,1
00001619,1
00001620,1
00001621,1
00001622,1
00001623,1
00001624,1
00001625,1
00001626,1
00001627,1
00001628,1
00001629,1
00001630,1
00001631,1
00001632,1
00001633,1
00001634,1
00001635,1
00001636,1
00001637,1
00001638,1
00001639,1
00001640,1
00001641,1
00001642,1
00001643,1
00001644,1
00001645,1
00001646,1
00001647,1
00001648,1
00001649,1
00001650,1
00001651,1
00001652,1
00001653,1
00001654,1
00001655,1
00001656,1
00001657,1
00001658,1
00001659,1
00001660,1
00001661,1
00001662,1
00001663,1
00001664,1
00001665,1
00001666,1
00001667,1
00001668,1
00001669,1
00001670,1
00001671,1
00001672,1
00001673,1
00001674,1
00001675,1
00001676,1
00001677,1
00001678,1
00001679,1
00001680,1
00001681,1
00001682,1
00001683,1
00001684,1
00001685,1
00001686,1
00001687,1
00001688,1
00001689,1
00001690,1
00001691,1
00001692,1
00001693,1
00001694,1
00001695,1
00001696,1
00001697,1
00001698,1
00001699,1
00001700,1
00001701,1
00001702,1
00001703,1
00001704,1
00001705,1
00001706,1
00001707,1
00001708,1
00001709,1
00001710,1
00001711,1
00001712,1
00001713,1
00001714,1
00001715,1
00001716,1
00001717,1
00001718,1
00001719,1
00001720,1
00001721,1
00001722,1
00001723,1
00001724,1
00001725,1
00001726,1
00001727,1
00001728,1
00001729,1
00001730,1
00001731,1
00001732,1
00001733,1
00001734,1
00001735,1
00001736,1
00001737,1
00001738,1
00001739,1
00001740,1
00001741,1
00001742,1
00001743,1
00001744,1
00001745,1
00001746,1
00001747,1
00001748,1
00001749,1
00001750,1
00001751,1
00001752,1
00001753,1
00001754,1
00001755,1
00001756,1
00001757,1
00001758,1
00001759,1
00001760,1
00001761,1
00001762,1
00001763,1
00001764,1
00001765,1
00001766,1
00001767,1
00001768,1
00001769,1
00001770,1
00001771,1
00001772,1
00001773,1
00001774,1
00001775,1
00001776,1
00001777,1
00001778,1
00001779,1
00001780,1
00001781,1
00001782,1
00001783,1
00001784,1
00001785,1
00001786,1
00001787,1
00001788,1
00001789,1
00001790,1
00001791,1
00001792,1
00001793,1
00001794,1
00001795,1
00001796,1
00001797,1
00001798,1
00001799,1
00001800,1
00001801,1
00001802,1
00001803,1
00001804,1
00001805,1
00001806,1
00001807,1
00001808,1
00001809,1
00001810,1
00001811,1
00001812,1
00001813,1
00001814,1
00001815,1
00001816,1
00001817,1
00001818,1
00001819,1
00001820,1
00001821,1
00001822,1
00001823,1
00001824,1
00001825,1
00001826,1
00001827,1
00001828,1
00001829,1
00001830,1
00001831,1
00001832,1
00001833,1
00001834,1
00001835,1
00001836,1
00001837,1
00001838,1
00001839,1
00001840,1
00001841,1
00001842,1
00001843,1
00001844,1
00001845,1
00001846,1
00001847,1
00001848,1
00001849,1
00001850,1
00001851,1
00001852,1
00001853,1
00001854,1
00001855,1
00001856,1
00001857,1
00001858,1
00001859,1
00001860,1
00001861,1
00001862,1
00001863,1
00001864,1
00001865,1
00001866,1
00001867,1
00001868,1
00001869,1
00001870,1
00001871,1
00001872,1
00001873,1
00001874,1
00001875,1
00001876,1
00001877,1
00001878,1
00001879,1
00001880,1
00001881,1
00001882,1
00001883,1
00001884,1
00001885,1
00001886,1
00001887,1
00001888,1
00001889,1
00001890,1
00001891,1
00001892,1
00001893,1
00001894,1
00001895,1
00001896,1
00001897,1
00001898,1
00001899,1
00001900,1
00001901,1
00001902,1
00001903,1
00001904,1
00001905,1
00001906,1
00001907,1
00001908,1
00001909,1
00001910,1
00001911,1
00001912,1
00001913,1
00001914,1
00001915,1
00001916,1
00001917,1
00001918,1
00001919,1
00001920,1
00001921,1
00001922,1
00001923,1
00001924,1
00001925,1
00001926,1
00001927,1
00001928,1
00001929,1
00001930,1
00001931,1
00001932,1
00001933,1
00001934,1
00001935,1
00001936,1
00001937,1
00001938,1
00001939,1
00001940,1
00001941,1
00001942,1
00001943,1
00001944,1
00001945,1
00001946,1
00001947,1
00001948,1
00001949,1
00001950,1
00001951,1
00001952,1
00001953,1
00001954,1
00001955,1
00001956,1
00001957,1
00001958,1
00001959,1
00001960,1
00001961,1
00001962,1
00001963,1
00001964,1
00001965,1
00001966,1
00001967,1
00001968,1
00001969,1
00001970,1
00001971,1
00001972,1
00001973,1
00001974,1
00001975,1
00001976,1
00001977,1
00001978,1
00001979,1
00001980,1
00001981,1
00001982,1
00001983,1
00001984,1
00001985,1
00001986,1
00001987,1
00001988,1
00001989,1
00001990,1
00001991,1
00001992,1
00001993,1
00001994,1
00001995,1
00001996,1
00001997,1
00001998,1
00001999,1
00002000,1
00002001,1
00002002,1
00002003,1
00002004,1
00002005,1
00002006,1
00002007,1
00002008,1
00002009,1
00002010,1
00002011,1
00002012,1
00002013,1
00002014,1
00002015,1
00002016,1
00002017,1
00002018,1
00002019,1
00002020,1
00002021,1
00002022,1
00002023,1
00002024,1
00002025,1
00002026,1
00002027,1
00002028,1
00002029,1
00002030,1
00002031,1
00002032,1
00002033,1
00002034,1
00002035,1
00002036,1
00002037,1
00002038,1
00002039,1
00002040,1
00002041,1
00002042,1
00002043,1
00002044,1
00002045,1
00002046,1
00002047,1
00002048,1
00002049,1
00002050,1
00002051,1
00002052,1
00002053,1
00002054,1
00002055,1
00002056,1
00002057,1
00002058,1
00002059,1
00002060,1
00002061,1
00002062,1
00002063,1
00002064,1
00002065,1
00002066,1
00002067,1
00002068,1
00002069,1
00002070,1
00002071,1
00002072,1
00002073,1
00002074,1
00002075,1
00002076,1
00002077,1
00002078,1
00002079,1
00002080,1
00002081,1
00002082,1
00002083,1
00002084,1
00002085,1
00002086,1
00002087,1
00002088,1
00002089,1
00002090,1
00002091,1
00002092,1
00002093,1
00002094,1
00002095,1
00002096,1
00002097,1
00002098,1
00002099,1
00002100,1
00002101,1
00002102,1
00002103,1
00002104,1
00002105,1
00002106,1
00002107,1
00002108,1
00002109,1
00002110,1
00002111,1
00002112,1
00002113,1
00002114,1
00002115,1
00002116,1
00002117,1
00002118,1
00002119,1
00002120,1
00002121,1
00002122,1
00002123,1
00002124,1
00002125,1
00002126,1
00002127,1
00002128,1
00002129,1
00002130,1
00002131,1
00002132,1
00002133,1
00002134,1
00002135,1
00002136,1
00002137,1
00002138,1
00002139,1
00002140,1
00002141,1
00002142,1
00002143,1
00002144,1
00002145,1
00002146,1
00002147,1
00002148,1
00002149,1
00002150,1
00002151,1
00002152,1
00002153,1
00002154,1
00002155,1
00002156,1
00002157,1
00002158,1
00002159,1
00002160,1
00002161,1
00002162,1
00002163,1
00002164,1
00002165,1
00002166,1
00002167,1
00002168,1
00002169,1
00002170,1
00002171,1
00002172,1
00002173,1
00002174,1
00002175,1
00002176,1
00002177,1
00002178,1
00002179,1
00002180,1
00002181,1
00002182,1
00002183,1
00002184,1
00002185,1
00002186,1
00002187,1
00002188,1
00002189,1
00002190,1
00002191,1
00002192,1
00002193,1
00002194,1
00002195,1
00002196,1
00002197,1
00002198,1
00002199,1
00002200,1
00002201,1
00002202,1
00002203,1
00002204,1
00002205,1
00002206,1
00002207,1
00002208,1
00002209,1
00002210,1
00002211,1
00002212,1
00002213,1
00002214,1
00002215,1
00002216,1
00002217,1
00002218,1
00002219,1
00002220,1
00002221,1
00002222,1
00002223,1
00002224,1
00002225,1
00002226,1
00002227,1
00002228,1
00002229,1
00002230,1
00002231,1
00002232,1
00002233,1
00002234,1
00002235,1
00002236,1
00002237,1
00002238,1
00002239,1
00002240,1
00002241,1
00002242,1
00002243,1
00002244,1
00002245,1
00002246,1
00002247,1
00002248,1
00002249,1
00002250,1
00002251,1
00002252,1
00002253,1
00002254,1
00002255,1
00002256,1
00002257,1
00002258,1
00002259,1
00002260,1
00002261,1
00002262,1
00002263,1
00002264,1
00002265,1
00002266,1
00002267,1
00002268,1
00002269,1
00002270,1
00002271,1
00002272,1
00002273,1
00002274,1
00002275,1
00002276,1
00002277,1
00002278,1
00002279,1
00002280,1
00002281,1
00002282,1
00002283,1
00002284,1
00002285,1
00002286,1
00002287,1
00002288,1
00002289,1
00002290,1
00002291,1
00002292,1
00002293,1
00002294,1
00002295,1
00002296,1
00002297,1
00002298,1
00002299,1
00002300,1
00002301,1
00002302,1
00002303,1
00002304,1
00002305,1
00002306,1
00002307,1
00002308,1
00002309,1
00002310,1
00002311,1
00002312,1
00002313,1
00002314,1
00002315,1
00002316,1
00002317,1
00002318,1
00002319,1
00002320,1
00002321,1
00002322,1
00002323,1
00002324,1
00002325,1
00002326,1
00002327,1
00002328,1
00002329,1
