book_id,name,author,publisher,price
BOOKS_COM_TW_0011034153,每天10分鐘，聽聽西語人怎麼說 新版（隨書附作者親錄標準西語朗讀音檔QR Code）,游皓雲,Dongnyeok Science,34.8
BOOKS_COM_TW_0011034154,大家的泰國語 會話,ราณี ลิขิตวัฒนาสกุล 李汝玉,CIHM (Hodder & Stoughton),34.7
BOOKS_COM_TW_0011034155,每天10分鐘，聽聽義大利人怎麼說 新版（隨書附作者親錄標準義大利語朗讀音檔QR Code）,Giancarlo Zecchino（江書宏）,Publicacoes Europa-America,42.1
BOOKS_COM_TW_0011034172,恐怖到睡不著的化學：讓人笑不出來的笑氣,左卷健男,Norman Lewis,38.9
BOOKS_COM_TW_0011034279,情境式德檢必考單字2300【MP3音檔下載版】,真道杉,McDougal Littell,46.3
BOOKS_COM_TW_0011034320,病弱少女，轉生獲得健康肉體(最強) ~渴望朋友而從魔境啟程，但我的魔法似乎有點奇怪!?~ (首刷限定版),アトハ,New Outlook Publishers,49.1
BOOKS_COM_TW_0011034337,餐桌上的南洋香料百科：從香料、風味到餐桌實踐，解密南洋廚房裡的烹調邏輯,劉明芳,Addison-Wesley Professional,47.0
BOOKS_COM_TW_0011034343,教學人生（人文企管講師楊田林老師40年教學經驗總整理，《教學基本功》+《教學心法》，套組不單售）,楊田林,Es Pop Ediciones,31.2
BOOKS_COM_TW_0011034433,細胞自噬力：開啟身體自癒、逆齡與瘦身的科學飲食法,洪泰雄,Editorial Alma,31.3
BOOKS_COM_TW_0011034437,【不必變強，只要保有獨一無二的自己】新鮮人限定套書︰除了自己，成為不了別人＋保持原來的樣子就很好了（附贈學習．工作必備小物——智慧型修正帶）,稻垣榮洋,Lectorum,45.6
BOOKS_COM_TW_0011034563,好想寫一本書： 出過70本書的人氣作者分享，這樣寫，出版社總編馬上簽，讀者秒分享，好想買你的書！,石井光太,JMW Group,36.4
BOOKS_COM_TW_0011034573,FUN學美國各學科Preschool閱讀課本4：介系詞篇【二版】（菊8K+ WORKBOOK練習本+寂天雲隨身聽APP）,Michael A. Putlack,Verlag Deutscher KLassiker,36.7
BOOKS_COM_TW_0011034604,普通輕音社 2,桑針,Alfaguara Juvenil,49.8
BOOKS_COM_TW_0011034631,BLUE LOCK藍色監獄-EPISODE 凪- 7,金城宗幸,Fotosklad Pracownia,42.9
BOOKS_COM_TW_0011034633,時事韓語閱讀力：解析韓國社會議題25篇，掌握TOPIK中高級閱讀關鍵,崔寶鈺,晨星出版有限公司,44.9
BOOKS_COM_TW_0011034635,常備季節漬：省時省心，保鮮夾鏈袋的小量醃漬術,榎本美沙,Unknown Publisher,35.2
BOOKS_COM_TW_0011034640,IELTS 最強雅思全真模擬題庫大全12回（附QR Code 線上音檔＋ 防水書套）,Lin Lougheed,"Oxford University Press, USA",32.6
BOOKS_COM_TW_0011034701,比睡覺更好的休息法：午休前喝杯鮮奶茶、累了聽搖滾樂、擼貓擼狗……日本頂大醫學教授認證，比睡一整天更有效。,小林弘幸,Editora Sextante,43.1
BOOKS_COM_TW_0011034772,心臟夠有力，人生不斷線：醫師親授「自救×復健」的全齡護心祕訣,上月正博,Nova Fronteira,43.1
BOOKS_COM_TW_0011034814,被放逐的吊車尾少年，從邊境生還成為S級對魔師,御子柴奈々,Blackstone Audio Inc.,35.9
BOOKS_COM_TW_0011034816,SPY×FAMILY 間諜家家酒 漫畫小說版 3,ワダヒトミ,Shambhala,43.3
BOOKS_COM_TW_0011034889,家常麵攤學：人氣麵點 × 精華湯頭 × 經典小菜,柚子,Pearson India,43.1
BOOKS_COM_TW_0011034965,SOS！請問兒科急診醫師【全圖解】：新手爸媽最常忽略的嬰幼兒意外防範與居家照顧全書,坂本昌彦,淡江大學出版中心,35.4
BOOKS_COM_TW_0011034973,凶人惡煞01+02+03【三書限定版】,年終,B. Behr,33.6
BOOKS_COM_TW_0011034994,在家圓善終：當他們說想回家，我陪他們完成,小堀鷗一郎,Dian nao ren wen hua,31.7
BOOKS_COM_TW_0011035006,港式滋味：麵包．西餅．傳統小吃做起來,Chef Chu,G.P. Putnam's sons,47.0
BOOKS_COM_TW_0011035008,漢甫英,宮彥甲,Addison-Wesley Professional,33.5
BOOKS_COM_TW_0011035018,小電商賺大錢：避開18個生意坑，一人創業也能賺千萬,李子建,Capricorn Press,44.9
BOOKS_COM_TW_0011035023,休養學：為什麼休息了，還是好累？帶你擺脫慢性疲勞，重啟身心能量！,片野秀樹,John Wiley and Sons,46.3
BOOKS_COM_TW_0011035042,在地‧餐桌‧小旅行 遇上香港飲食文化（增訂本）,黃可衡,崧燁文化事業有限公司,36.9
BOOKS_COM_TW_0011035099,我受歡迎只是誤會一場 ~被推的美少女們團團包圍~ 1(首刷限定版),浅岡旭,Editorial Presença,46.7
BOOKS_COM_TW_0011035111,地獄模式 ～喜歡挑戰特殊成就的玩家在廢設定的異世界成為無雙～(02),ハム男,小雅文創,48.0
BOOKS_COM_TW_0011035165,風味炸彈,尤坦．奧圖蘭吉,Rütten & Loening,38.4
BOOKS_COM_TW_0011035193,不用忍耐的瘦身法：三分鐘熱度也能成功的易瘦習慣,野上浩一郎,Simon & Brown,48.5
BOOKS_COM_TW_0011035248,商務新詞典 (全新第2版),商務印書館編輯部,東佑文化事業有限公司,34.7
BOOKS_COM_TW_0011035250,異口同聲 vs Be of One Voice (增訂版),陳永楨,GALLIMARD JEUNE,37.7
BOOKS_COM_TW_0011035258,學生英語拔尖寫作 Tip-top English Writing,Michael Chau (周林浩),n/a,41.3
BOOKS_COM_TW_0011035289,影片版絕對合格日檢！雙圖比較文法N5（25K+QR碼）,吉松由美,Currency,30.1
BOOKS_COM_TW_0011035290,背過就是你的日語單字庫：800高頻字圖像，聊天不再詞窮！（25K＋QR碼線上音檔）,吉松由美,Milady,37.7
BOOKS_COM_TW_0011035292,新版 QR Code朗讀 隨看隨聽 精裝本 精修關鍵字版 日本語文法‧句型辭典 N1，N2，N3，N4，N5文法辭典（25K+QR Code線上音檔）,吉松由美,Taylor & Francis Group,31.8
BOOKS_COM_TW_0011035293,日本語單字、閱讀及文法N3秒殺爆款套書：快速通關 新制對應 絕對合格！日檢[單字、閱讀] N3+突破日檢N3文法，高分藍圖：分數直線上升，唯一王牌！關鍵字速記 × 真題直擊，快速精通考試要點＋東京原音QR碼一掃重現（18K+QR碼線上音檔+MP3〈單字、閱讀〉）,吉松由美,Xiao Tian Xia,38.3
BOOKS_COM_TW_0011035294,無添加高湯粉：一粉入魂，簡單好吃的日式家常菜,藍筱儀 Angel,Saṃskr̥ta Granthāgāra,39.6
BOOKS_COM_TW_0011035295,考場帶回家！新版 新制日檢！絕對合格 N5單字、文法、閱讀、聽力全真模考三回＋詳解（16K+QR碼）,吉松由美,Yi lin chu ban she,34.8
BOOKS_COM_TW_0011035296,與妳相戀到生命盡頭 7,あおのなち,North Books,30.7
BOOKS_COM_TW_0011035308,張文朝日語教室 初級（上）：文法、句型、語彙3 in 1,張文朝,Ediciones Gaviota,33.9
BOOKS_COM_TW_0011035323,差點在迷宮深處被信任的夥伴殺掉，但靠著天賜技能「無限扭蛋」獲得等級9999的夥伴，我要向前隊友和世界展開復仇&「給他們好看！」 7,明鏡シスイ,Πλατύπους,45.3
BOOKS_COM_TW_0011035346,中西醫共治：青春痘,吳敏綺,"Key & Candle, Inc.",44.5
BOOKS_COM_TW_0011035350,圖解病理學（2版）,劉明德,Published for the Crime Club by Collins,34.1
BOOKS_COM_TW_0011035427,學校沒教的日文：最簡單的流行日語 (附贈線上MP3),朱燕欣,Basic Books,48.2
BOOKS_COM_TW_0011035429,雙城記：中學生英語閱讀素養課，聽說讀寫，得心應手 原著◎A Tale of Two Cities (附贈線上MP3),狄更斯,MIT Press,38.5
BOOKS_COM_TW_0011035432,NEW TOEIC新多益必考單字：分數激增100分，天下無敵 (附贈線上MP3),張小怡,Grupo Editorial Norma,49.0
BOOKS_COM_TW_0011035479,厲害的人都是這樣工作的：一生受用的57種工作技能,西原亮,www.bnpublishing.com,36.9
BOOKS_COM_TW_0011035538,只要10小時，完全搞懂英語介系詞：系列熱銷180萬冊！免背免猜，一本讓你讀得下去，不僅知道怎麼用，更知道為什麼這樣用的介系詞寶典【暢銷修訂版】（附隨行音檔QR Code）,稻田一,Cambridge University Press,49.0
BOOKS_COM_TW_0011035543,完全詳解 泌尿道診治照護全書,台灣泌尿科醫學會、王炯珵,הקיבוץ המאוחד,36.8
BOOKS_COM_TW_0011035545,經方與證候，中醫診斷與治療綱要：活血化瘀×祛風散寒×益氣養血……融合經典醫理與臨床實證，多元解析病因、病機、診斷與治療,董思圻,סיאל לוגיסטיקה בע״מ,46.8
BOOKS_COM_TW_0011035558,大人學職場三部曲：《大人學破局思考》+《大人學做事做人》+《大人學獨自升級》,姚詩豪,Nathan jeunesse,33.8
BOOKS_COM_TW_0011035571,納帕酒莊：從禁酒令、巴黎審判到國宴氣泡酒——美國葡萄酒的崛起與新世界風格的誕生,廖若庭 Miggi Demeyer,Pearson,47.2
BOOKS_COM_TW_0011035612,栽種、澆灌與成長 台灣膝關節之父 黃俊雄回憶錄,黃俊雄,"Imprenta Gaspar y Roig, editores",41.1
BOOKS_COM_TW_0011035615,皮膚照護小叮嚀,詹智傑,printed for Thomas Tegg,48.4
BOOKS_COM_TW_0011035635,只因我們相愛：愛來得剛好＆別戲暗昧火番外集,littlebbear96,J'AI LU,47.4
BOOKS_COM_TW_0011035650,科學的40堂公開課：從仰望星空到量子力學，從煉金術到對抗病毒，人類對宇宙及生命最深刻的提問,威廉．拜能,Fotosklad Pracownia,46.7
BOOKS_COM_TW_0011035685,主題別 與伙伴一起踴躍發言的日語互動學習Ａ２＋～Ｂ１,亀田美保,H.S. Stone & Co.,46.1
BOOKS_COM_TW_0011035686,可麗露烘焙實驗室：零基礎IG素人的自學實證筆記，以科學破解NG痛點，分享令人驚艷的美味配方，帶你烤出完美可麗露！,江至涵(Daisy),Penguin Books,45.6
BOOKS_COM_TW_0011035687,主題別 與伙伴一起踴躍發言的日語互動學習Ａ２＋～Ｂ１教師手冊,亀田美保,ALFAGUARA,48.0
BOOKS_COM_TW_0011035728,學好日語GO五十音習字帖,片岡夏芽,For Dummies,39.0
BOOKS_COM_TW_0011035760,60歲開始越活越聰明！：大腦與心境的瞬間保養法,和田秀樹,"Harper & Brothers Publishers, New York, NY, U.S.A.",49.6
BOOKS_COM_TW_0011035805,凡人探索者的愉快現代地下城生活(03),しば犬部隊,海穹文化有限公司,33.0
BOOKS_COM_TW_0011035826,愛吃糖是大腦騙了你！21天戒除糖癮計畫：日本抗老名醫的科學斷糖控醣法，輕鬆和肥胖×三高×失眠×癌症說bye,山下明子,Scholastic,37.9
BOOKS_COM_TW_0011035827,癌症不是病：它是身體的療癒機制〔暢銷經典完整版〕，授權17國，銷售逾150萬冊,安德烈．莫瑞茲,本事出版,31.4
BOOKS_COM_TW_0011035872,限時狩獵 上,唐酒卿,Independently Published,37.5
BOOKS_COM_TW_0011035874,她們的酸甜苦辣鹹鮮澀：山村女力化作食力，凋零小村變金牌農村,古碧玲,Hayakawa Shobō,43.6
BOOKS_COM_TW_0011035935,哨聲響起 愛藏版 9,樋口大輔,Allen Lane,40.4
BOOKS_COM_TW_0011035939,BLEACH死神 愛藏版 12,久保帯人,尖端出版,38.7
BOOKS_COM_TW_0011035943,野莓 1,米元入,Not Avail,41.5
BOOKS_COM_TW_0011035987,讓大腦成為你的神隊友：神經科學家教你擺脫內耗，破除認知偏誤，打造更健康、更幸福的人生,瑞秋．巴爾,Ward Lock Educational Co Ltd,31.7
BOOKS_COM_TW_0011035997,黑白原來是真的【同名影集改編小說】,非逆,Leete's Island Books,31.6
BOOKS_COM_TW_0011035998,閱讀複利：從《與成功有約》、《致富心態》到《原子習慣》，每天15分鐘用小習慣滾出大成就,尼克．哈奇森,清文華泉事業有限公司,40.2
BOOKS_COM_TW_0011036022,金牌團隊不藏私的世界麵包全工法【暢銷修訂版】 ：50款歐、美、日、台經典麵包，從基礎做法到應用調理一次學會！,開平青年發展基金會,POCKET,49.4
BOOKS_COM_TW_0011036037,從此擺脫加班人生！化繁為簡的30分鐘工作法,瀧川徹,ReadHowYouWant.com,42.5
BOOKS_COM_TW_0011036039,最強大腦養成術：打造超越年齡的腦力優勢,加藤俊德,Jorge a Mestas Ediciones,33.6
BOOKS_COM_TW_0011036088,"Dear Antique, 心愛的骨董機械人 1",束原さき,Left Coast Press Inc.,41.2
BOOKS_COM_TW_0011036091,俺是大哥大！！ 愛藏版 3(首刷附錄版),西森博之,"Dreamscape Media, LLC",35.0
BOOKS_COM_TW_0011036094,赤河戀影 愛藏版 1~5(首刷書盒版),篠原千絵,W.H. Freeman & Company,34.2
BOOKS_COM_TW_0011036095,重生之後與前世戀人重新展開魔法學校生活※可是好感度為0 1(首刷限定版),六つ花えいこ,Khudozhestvennai︠a︡ lit-ra,39.3
BOOKS_COM_TW_0011036139,巴菲特的對帳單 卷四：以「現金流系統」取代「市場預測」，價值投資的終極哲學,葛倫．雅諾德,Champs essais,41.4
BOOKS_COM_TW_0011036145,少女魂畫師：第一帖．勾魂羅剎,姬雪,Voyager,48.9
BOOKS_COM_TW_0011036196,Vivy Prototype 薇薇：原典(02),長月達平,Adelphi,49.3
BOOKS_COM_TW_0011036197,楠木邸的神明庭院(02),えんじゅ,Piatkus,34.1
BOOKS_COM_TW_0011036208,100道省時料理快速上桌：零失敗高湯醬料X萬用調理包,陳宗佑,Heyne,41.6
BOOKS_COM_TW_0011036233,用漢字學日本慣用語：廣東話普通話對照300例,李燕萍,Sanage Publishing,35.2
BOOKS_COM_TW_0011036248,烏龍派出所 愛藏版 4,秋本治,Zysk i S-ka,43.4
BOOKS_COM_TW_0011036255,百瀨同學的初戀破綻百出。 1(首刷限定版),晴川 シンタ,Gyldendals,45.8
BOOKS_COM_TW_0011036264,連韓國人都驚呆的韓文單字心智地圖【全新增修版】(附17組拉頁+專家講解心智圖教學課程+線上測驗120道單字填空題+「Youtor App」內含VRP虛擬點讀筆)（二版）,李松熙,W. W. Norton,40.9
BOOKS_COM_TW_0011036277,抄高分作文：才能作文超高分(附15堂老師真人教學中文寫作影片+成語與名言佳句電子書+常見錯別字電子書+學測國寫練習題「Youtor App」內含VRP虛擬點讀筆),呂緋,Alfaguara,49.5
BOOKS_COM_TW_0011036280,墜入深淵，向陽時（全）,落清Talia,BN Publishing,49.0
BOOKS_COM_TW_0011036287,汽車的設計史：從106輛經典車款，看140年來汽車設計如何從賓士專利動力車走向特斯拉Y型,黎辛斯基,John Wiley and Sons,37.6
BOOKS_COM_TW_0011036289,地圖盡頭的博物學家：從南太平洋到馬達加斯加，大衛．艾登堡爵士跨越9000公里的自然生態觀察紀實,大衛．艾登堡爵士,"John Wiley & Sons, Inc.",45.4
BOOKS_COM_TW_0011036296,最後一餐（全）,木容,Muchnik,34.0
BOOKS_COM_TW_0011036301,腫瘤患者中醫膳食指導,張青,馬可孛羅文化事業股份有限公司,34.0
BOOKS_COM_TW_0011036302,巧妙掌握人心的暗黑心理學套書（從沒人理你，到人人挺你！＋主導權）,小羅密歐．羅德里格斯,Izd-vo Akademii nauk SSSR,38.7
BOOKS_COM_TW_0011036322,活化大腦的日常練習：圖解12種讓腦力卡關的壞習慣，提升思考力、記憶力與行動力,林成之,"Recorded Books, Inc.",38.5
BOOKS_COM_TW_0011036328,山徑與大文明：萬物行跡背後的自然智慧與人類科學（二版）,羅伯特．摩爾,Raintree Steck-Vaughn Publishers,35.8
BOOKS_COM_TW_0011036350,天空尋寶記：初學者的雲朵冒險之旅,蓋文‧普瑞特─平尼,Viena,47.3
BOOKS_COM_TW_0011036355,流放千金的異世界露營車慢活之旅 (01),てるゆーぬ,邀月文化事業股份有限公司,46.0
BOOKS_COM_TW_0011036397,蔬食人物誌,王淑芬,新文京開發出版股份有限公司,31.8
BOOKS_COM_TW_0011036399,JLPT N1-N5 日檢合格 4000 單字表隨身讀： 5 級別 5 單字表，一本搞定應試合格必備字彙！,檸檬樹日語教學團隊,Start Publishing LLC,30.7
BOOKS_COM_TW_0011036408,享受吧！學校營養午餐（食育課）： 從72道食譜認識在地食材╳節氣循環╳海洋永續╳多元文化 【限量贈Guggen Foret系列瓷器醬料碟一個】,大享食育協會,Microsoft Press,34.2
BOOKS_COM_TW_0011036411,胃病療癒寶典．90％胃不舒服、胃食道逆流都因胃酸不足：從胃病到過敏、憂鬱、糖尿病、癌症等，都能有效改善,納森強．V．萊特,Schocken Books,40.1
BOOKS_COM_TW_0011036469,養生順時鐘， 跟著節氣走的中醫養生智慧：修身×養心×延年益壽……從《黃帝內經》走進日常，在四季節氣中學會真正的自我照顧,董洪濤,Scherz,41.0
BOOKS_COM_TW_0011036470,以5微米連結世界：沈文振和拓凱寫下碳纖維傳奇,王維玲,一方山水文化事業有限公司,37.7
BOOKS_COM_TW_0011036474,讀懂身體的訊號：基因醫師教你逆轉健康危機,張家銘,İthaki Yayınları,44.0
BOOKS_COM_TW_0011036482,變色龍依戀掌心 3(特裝版),厘てく,香港中和出版有限公司,46.4
BOOKS_COM_TW_0011036485,dear親愛的 新裝版 1(首刷限定版),藤原 ここあ,Vintage,43.9
BOOKS_COM_TW_0011036556,中醫育兒全圖解：不生病、規律作息、情緒穩定，調好自律神經，最令人安心的養生習慣60,若林理砂,"ChoiceMaker Pty. Limited, The",46.9
BOOKS_COM_TW_0011036573,享受吧！學校營養午餐【食育課】：從72道食譜認識在地食材╳節氣循環╳海洋永續╳多元文化,大享食育協會,"Norton & Company Limited, W. W.",40.9
BOOKS_COM_TW_0011036618,男女三春：改善體質，恢復健康的三個人生關鍵,莊靜芬,Sudamericana,30.6
BOOKS_COM_TW_0011036629,不一樣，真的沒關係：兒童職能治療師的在日早療觀察手記,林欣誼,Khaldvart Ȯvchintėĭ Tėmt︠s︡ėkh Mongolyn U̇ndėsniĭ Kholboo,34.1
BOOKS_COM_TW_0011036657,UCINET在社會網絡分析（SNA）之應用（2版）,榮泰生,Hachette editions,37.2
BOOKS_COM_TW_0011036668,河溪再生與自然解方,李麗雪,D. Appleton,41.3
BOOKS_COM_TW_0011036698,數學家的人生解題術：統計、互動、混沌與複雜，找到最佳解方的4種思維模式,大衛•桑普特,Remzi Kitabevi,34.7
BOOKS_COM_TW_0011036702,【享受吧！學校營養午餐：食譜+食育】套書（共2冊）,大享食育協會,"Pearson Education, Limited",42.4
BOOKS_COM_TW_0011036731,做青少年願意傾訴的大人【博客來獨家・暖心語音陪伴版】：拆解24個青春期難題，看見過曝世代的需求、焦慮與煩惱(10-18歲適用),陳品皓,采藝彩色紙品事業有限公司,42.7
BOOKS_COM_TW_0011036738,上伊那牡丹，醉姿如百合 1(首刷限定版),塀,點子出版,49.2
BOOKS_COM_TW_0011036742,失憶投捕 17,美川絵子,新潮社文化事業有限公司,46.8
BOOKS_COM_TW_0011036743,擅長逃跑的殿下 20,松井優征,Turtleback,32.2
BOOKS_COM_TW_0011036769,【全彩圖解】撥筋美容養生法&神效穴療，精準按對穴位，改善常見病症套書(共2本),蕭采縈,bnpublishing.com,30.1
BOOKS_COM_TW_0011036770,台大肺癌診治照護 與 癌症飲食套書(共2本)：完全解析肺癌診治照護全書+癌症飲食全書,余忠仁,Pearson Prentice Hall,38.8
BOOKS_COM_TW_0011036771,【3到8歲適用】幼教老師不用數到3的秘密&簡單．安全．有效的兒童專注力運動套書(共2本),麗莎‧霍娃,Hachette editions,36.1
BOOKS_COM_TW_0011036772,東京大學 兒科醫師給孩子的50個飲食法則 與 超人氣100道超人氣食譜套書(共2本),伊藤明子,Paidos,38.9
BOOKS_COM_TW_0011036856,不要叫我老闆：唐雅君給自己的人生存證,唐雅君,Ediciones Martínez Roca,44.2
BOOKS_COM_TW_0011036861,聆聽虎鯨之聲：鯨豚研究奠基者的追鯨紀實,艾利希‧霍伊特,燈籠出版,46.1
BOOKS_COM_TW_0011036894,擺脫時間貧困：時間管理的66個高效策略,張姣飛,CreateSpace Independent Publishing Platform,46.7
BOOKS_COM_TW_0011036897,職場不必狠角色：和善，才是最強大的企圖心,法蘭．豪瑟,Harpercollins,36.1
BOOKS_COM_TW_0011036992,葡萄酒超圖解：釀造 × 產區 × 選購 × 品飲 × 餐搭，世界最佳侍酒師的葡萄酒指南,奧爾多．索姆,TAKATUKA,45.9
BOOKS_COM_TW_0011037016,最強之間的相親結果(3),菱川さかく,מ. מזרחי,48.3
BOOKS_COM_TW_0011037017,最強之間的相親結果(2),菱川さかく,Readers Union,45.8
BOOKS_COM_TW_0011037048,永別了，致那些沒人愛過的人們(全),塩瀬 まき,Penguin Books Ltd,42.6
BOOKS_COM_TW_0011037059,FUN學美國教科書STEAM核心字彙Grade 1 （菊8K+ Workbook+寂天雲隨身聽APP）,Michael A. Putlack,Kiyikaat Editions,42.1
BOOKS_COM_TW_0011037072,妃真與殿！ 3,小野玄暉,Dryden Press,30.0
BOOKS_COM_TW_0011037088,做青少年願意傾訴的大人：拆解24個青春期難題，看見過曝世代的需求、焦慮與煩惱(10-18歲適用),陳品皓,揚智文化事業股份有限公司,41.3
BOOKS_COM_TW_0011037110,實用內科醫學，臨床診斷與照護應用：中西醫觀點下的病因解析×臨床症狀×飲食照護……掌握常見慢性病的診斷原則,時吉來,Brand: Turtleback,32.8
BOOKS_COM_TW_0011037117,沉埋的粵菜檔案 The Buried Archive of Cantonese American Cooking,徐子君,Penguin Books Ltd,35.5
BOOKS_COM_TW_0011037141,我會為妳變出一整個世界,芝麻熊,Borders Press,43.7
BOOKS_COM_TW_0011037146,敢夢，就會發聲：珍妮老師的英語教學創業筆記,陳美青（珍妮老師）,Alianza,42.0
BOOKS_COM_TW_0011037151,"賺回4,000萬的簡報技術：同一產品我能用365種方式說明，從總經理到基層員工都點頭買單。升遷、轉換工作、一人公司、募資者都適用。",蘇書平,Bt Bound,38.9
BOOKS_COM_TW_0011037173,逆轉癌症，一日三餐對症蔬療飲食：72道治療期&恢復期最佳營養補給指南,張金堅、柳秀乖◎合著,Vintage,48.4
BOOKS_COM_TW_0011037180,飲食的哲學──餐桌上的感官認知體驗,莎拉・Ｅ・沃斯,Filipacchi,47.9
BOOKS_COM_TW_0011037183,少年自尊的40堂課：謝謝你接納我的真實，我對自己的存在心懷感激,麗莎・M・薩伯,Harrap,43.1
BOOKS_COM_TW_0011037187,客話本字音讀考：以台灣海陸客話為例,彭盛星,JMW Group,35.2
BOOKS_COM_TW_0011037206,桃花原來在身邊,寄秋,G. B. Fischer,47.1
BOOKS_COM_TW_0011037234,像高手一樣講故事：把故事變影響力！創新內容設計 × 呈現技巧，個人與品牌都被看見,王瓊,"Oxford University Press, USA",42.5
BOOKS_COM_TW_0011037235,博弈論：掌控局勢的智慧之書！囊括成功人士必備的思維模式和行動指南，讓你受益一生的思維方式與生存策略,王力哲,Πλατύπους,42.9
BOOKS_COM_TW_0011037236,股市宗師杜金龍的獨門選股術,杜金龍,新學林出版股份有限公司,39.9
BOOKS_COM_TW_0011037237,超入門俄語字母教室（隨書附作者親錄標準俄語發音＋朗讀音檔QR Code）,吳佳靜,De Boekerij,34.6
BOOKS_COM_TW_0011037238,我的第四堂西語課 新版：最實用！帶你用西語展開深度跨文化交流的教材！（隨書附作者親錄標準西語朗讀音檔QR Code）,游皓雲,De Boekerij,45.1
BOOKS_COM_TW_0011037239,我的第二堂西語課 新版：零基礎！教你用西語在旅遊中生存的教材！（隨書附作者親錄標準西語朗讀音檔QR Code）,游皓雲,"The New American Library, Inc.",36.9
BOOKS_COM_TW_0011037240,法語高頻詞彙同義‧反義寶典：法語會話、閱讀、寫作，無往不利！,阮若缺（Rachel Juan）,Pan Books,34.1
BOOKS_COM_TW_0011037241,30天考上！新日檢N3題庫＋完全解析：546題文字‧語彙、文法、讀解、聽解（隨書附日籍名師親錄標準日語聽解試題音檔QR Code）,こんどうともこ,charles scribner's sons,46.3
BOOKS_COM_TW_0011037252,山雲海月情：茶事日記,莊仲平,HarperCollins e-books,40.6
BOOKS_COM_TW_0011037254,聰明買房術—央行管制下必看的房地產知識課,廖仁傑 教授,Simon & Schuster Paperbacks,46.0
